date,name,start_time,end_time
2025-01-16,Riley Thompson,20324,27028
2025-01-04,Rowan Garcia,22957,30153
2025-01-18,Drew Lewis,16906,18549
2025-01-29,Payton Baker,11400,14507
2025-01-25,Micah Edwards,23579,29384
2025-01-07,Elliot Adams,21370,26608
2025-01-20,Quinn Campbell,16470,23244
2025-01-09,Jordan Patel,12604,20908
2025-01-12,Jesse Campbell,12439,15331
2025-01-12,Cameron Baker,13897,20804
2025-01-12,Emerson Kim,14926,17324
2025-01-20,Emerson Kim,12335,15003
2025-01-26,Alex Lewis,23965,28589
2025-01-23,Reese Garcia,28462,35257
2025-01-24,Logan Campbell,15492,17255
2025-01-31,Micah Lewis,15510,20518
2025-01-19,Carol Williams,15105,20440
2025-01-13,Drew Lewis,35276,43754
2025-01-01,Logan Diaz,12690,17121
2025-01-06,Skyler Edwards,13023,16312
2025-01-21,Sage Adams,27471,29160
2025-01-04,Cameron Baker,15119,16492
2025-01-11,Reese Edwards,19793,20993
2025-01-09,Shawn Lewis,16567,23619
2025-01-28,Bailey Adams,16261,24318
2025-01-17,Finley Edwards,20455,21477
2025-01-15,Dakota Adams,15226,17501
2025-01-02,Harper Ingram,34523,38179
2025-01-01,Kai Kim,24592,28538
2025-01-16,Jesse Campbell,26330,27930
2025-01-31,Quinn Baker,20844,27545
2025-01-17,Bailey Adams,14219,20728
2025-01-05,Jesse Edwards,14929,19880
2025-01-31,Elliot Kim,22111,30207
2025-01-08,Sam Adams,13033,16105
2025-01-16,Reese Edwards,21309,26884
2025-01-10,Harper Baker,15796,16529
2025-01-25,Sam Diaz,11217,20114
2025-01-25,Quinn Lewis,15599,16683
2025-01-11,Quinn Lewis,37020,38845
2025-01-21,Quinn Edwards,23380,24146
2025-01-12,Bailey Hughes,18980,24255
2025-01-17,Micah Adams,14851,23167
2025-01-15,Kai Hughes,26548,34165
2025-01-13,Alex Campbell,16156,24403
2025-01-03,Quinn Foster,15203,16547
2025-01-10,Emerson Foster,19305,23623
2025-01-29,Bailey Edwards,15257,21131
2025-01-14,Skyler Edwards,14464,15945
2025-01-26,Elliot Adams,11932,13992
2025-01-03,Skyler Baker,24915,26265
2025-01-15,Kendall Baker,,2809
2025-01-06,Payton Ingram,21702,24174
2025-01-27,Finley Hughes,17235,22958
2025-01-16,Hayden Foster,13530,16777
2025-01-09,Skyler Baker,25438,30457
2025-01-27,Kai Campbell,21724,22960
2025-01-26,Alex Campbell,14801,19654
2025-01-25,Quinn Baker,23684,24428
2025-01-13,Harper Lewis,15096,19129
2025-01-21,Elliot Campbell,16569,22245
2025-01-29,Casey Nguyen,13990,18053
2025-01-06,Shawn Kim,14672,17261
2025-01-27,Shawn Lewis,15704,21560
2025-01-22,Micah Baker,16621,20941
2025-01-21,Harper Baker,18181,25264
2025-01-09,Parker Adams,16353,17344
2025-01-09,Logan Hughes,15074,23061
2025-01-24,Quinn Foster,20493,22330
2025-01-02,Shawn Lewis,15227,21746
2025-01-01,Carol Williams,26847,28900
2025-01-09,Micah Edwards,14038,15187
2025-01-02,Micah Edwards,16272,19609
2025-01-25,Bailey Edwards,13078,20828
2025-01-16,Harper Ingram,29150,35399
2025-01-25,Bailey Adams,12160,21084
2025-01-29,Logan Diaz,22883,30811
2025-01-16,Kai Johnson,18725,23369
2025-01-26,Micah Kim,20397,24875
2025-01-19,Harper Ingram,14610,16412
2025-01-16,Micah Edwards,18301,26960
2025-01-12,Skyler Foster,,7685
2025-01-21,Bailey Campbell,15928,21104
2025-01-29,Sage Lewis,13979,21265
2025-01-11,Quinn Garcia,20822,27374
2025-01-23,Alex Hughes,22615,25979
2025-01-26,Kai Johnson,13848,19241
2025-01-13,Quinn Diaz,15093,19275
2025-01-08,Carol Williams,24117,29950
2025-01-28,Dakota Adams,32382,40191
2025-01-07,Reese Adams,17411,23500
2025-01-19,Elliot Campbell,13451,14349
2025-01-15,Hayden Campbell,14875,18041
2025-01-24,Hayden Ingram,81961,
2025-01-14,Bailey Johnson,13203,14998
2025-01-27,Alex Campbell,14388,23226
2025-01-29,Jesse Campbell,17367,23232
2025-01-08,Sage Garcia,81693,
2025-01-28,Drew Edwards,15076,22823
2025-01-21,Payton Adams,16378,24187
2025-01-27,Micah Edwards,16978,17840
2025-01-12,Micah Baker,15080,22006
2025-01-09,Morgan Rivera,13856,14711
2025-01-29,Logan Garcia,27752,34487
2025-01-28,Logan Hughes,15909,22229
2025-01-23,Hayden Adams,14009,22535
2025-01-04,Bailey Hughes,13471,17088
2025-01-13,Skyler Foster,24876,30575
2025-01-24,Reese Garcia,13289,14796
2025-01-21,Sage Adams,15968,23452
2025-01-09,Harper Baker,,3264
2025-01-01,Bailey Johnson,11994,13493
2025-01-12,Reese Edwards,26585,31261
2025-01-11,Jesse Diaz,13909,15558
2025-01-11,Logan Hughes,20994,23845
2025-01-08,Skyler Campbell,11938,16451
2025-01-29,Quinn Garcia,15003,20748
2025-01-04,Bailey Foster,14274,16937
2025-01-21,Bailey Edwards,17233,20583
2025-01-12,Carol Williams,13795,18180
2025-01-08,Riley Thompson,14847,18412
2025-01-14,Quinn Garcia,24343,32390
2025-01-27,Quinn Garcia,15204,23675
2025-01-10,Micah Edwards,16927,19512
2025-01-05,Sam Garcia,14607,22465
2025-01-20,Rowan Garcia,27415,28296
2025-01-13,Sage Foster,17196,19843
2025-01-02,Carol Williams,16115,21901
2025-01-12,Cameron Ingram,12832,21417
2025-01-18,Avery Chen,,5525
2025-01-29,Cameron Lewis,19382,21506
2025-01-16,Kai Kim,13257,14632
2025-01-14,Morgan Rivera,26674,30448
2025-01-08,Parker Adams,13722,20430
2025-01-02,Logan Garcia,24258,30147
2025-01-24,Sam Adams,14473,16625
2025-01-18,Micah Edwards,17549,18519
2025-01-26,Hayden Adams,16863,18533
2025-01-18,Sam Garcia,22069,30308
2025-01-10,Dakota Adams,15637,17462
2025-01-05,Sage Garcia,18576,22778
2025-01-28,Harper Diaz,,7554
2025-01-07,Bailey Edwards,13835,15597
2025-01-05,Reese Foster,21882,26201
2025-01-22,Carol Williams,15196,16769
2025-01-12,Elliot Campbell,20274,24875
2025-01-19,Shawn Johnson,23603,27804
2025-01-23,Elliot Kim,23472,25598
2025-01-19,Emerson Ingram,13833,21397
2025-01-15,Sage Foster,19786,26168
2025-01-03,Quinn Edwards,17899,18937
2025-01-08,Cameron Hughes,23235,30650
2025-01-17,Riley Thompson,65280,71640
2025-01-27,Rowan Garcia,17723,20874
2025-01-17,Kai Diaz,27675,31069
2025-01-09,Carol Williams,16204,24796
2025-01-09,Drew Foster,17064,19623
2025-01-14,Kai Kim,22764,24222
2025-01-02,Kai Diaz,15259,21786
2025-01-31,Emerson Kim,20241,28423
2025-01-26,Rowan Edwards,23342,27319
2025-01-26,Elliot Lewis,24587,27864
2025-01-24,Shawn Johnson,22810,27463
2025-01-18,Elliot Campbell,15639,22878
2025-01-02,Kai Baker,14641,15647
2025-01-25,Sage Baker,15666,17665
2025-01-21,Parker Edwards,20782,26915
2025-01-06,Kendall Johnson,12866,20273
2025-01-05,Shawn Edwards,26449,29246
2025-01-27,Payton Ingram,14365,21294
2025-01-11,Elliot Campbell,16900,22483
2025-01-22,Kendall Johnson,16225,22879
2025-01-18,Sage Baker,17565,20043
2025-01-28,Bailey Garcia,17026,24335
2025-01-14,Skyler Campbell,14221,21479
2025-01-30,Hayden Adams,25806,31177
2025-01-19,Payton Baker,16012,19186
2025-01-24,Jesse Edwards,30264,33369
2025-01-01,Harper Baker,18775,21137
2025-01-25,Harper Garcia,16259,24321
2025-01-25,Morgan Rivera,17580,24120
2025-01-20,Emerson Johnson,28434,31992
2025-01-16,Parker Adams,26019,29930
2025-01-24,Jesse Kim,13866,17440
2025-01-23,Micah Kim,31562,34585
2025-01-26,Micah Edwards,13444,15061
2025-01-26,Kai Hughes,16816,23232
2025-01-09,Harper Garcia,20947,22397
2025-01-20,Harper Garcia,16013,17918
2025-01-10,Jesse Hughes,14313,20931
2025-01-30,Logan Diaz,15572,18489
2025-01-23,Parker Garcia,27018,28495
2025-01-14,Drew Edwards,19833,22307
2025-01-14,Rowan Ingram,19227,21757
2025-01-13,Bailey Garcia,21721,29426
2025-01-27,Taylor Brooks,17722,24139
2025-01-05,Shawn Johnson,17999,18731
2025-01-08,Drew Edwards,12500,19621
2025-01-18,Bailey Hughes,19855,26295
2025-01-21,Casey Nguyen,18195,22816
2025-01-02,Harper Ingram,27102,31302
2025-01-09,Harper Ingram,21800,24647
2025-01-22,Drew Edwards,11975,17440
2025-01-26,Parker Edwards,30016,38609
2025-01-14,Bailey Adams,13569,22453
2025-01-13,Bailey Adams,21804,28094
2025-01-03,Harper Garcia,13711,22183
2025-01-26,Emerson Johnson,12973,14839
2025-01-02,Hayden Ingram,26249,34316
2025-01-09,Rowan Ingram,26028,27842
2025-01-11,Jesse Campbell,26220,31455
2025-01-02,Logan Diaz,13812,22642
2025-01-14,Quinn Diaz,14789,20587
2025-01-16,Skyler Baker,15508,19928
2025-01-08,Hayden Campbell,30279,34024
2025-01-25,Finley Edwards,28042,33515
2025-01-03,Jordan Patel,28771,33081
2025-01-05,Alex Diaz,18607,24671
2025-01-07,Shawn Lewis,17516,22277
2025-01-04,Quinn Diaz,14388,16051
2025-01-13,Jesse Kim,13813,19059
2025-01-21,Emerson Johnson,16786,17877
2025-01-08,Alex Lewis,15629,19311
2025-01-16,Hayden Ingram,16039,23591
2025-01-11,Morgan Rivera,15533,16612
2025-01-04,Sam Adams,17167,24633
2025-01-03,Skyler Campbell,26222,30949
2025-01-26,Quinn Foster,28021,35262
2025-01-12,Logan Hughes,19365,20813
2025-01-30,Kai Kim,15397,16262
2025-01-14,Jamie Martinez,14394,15622
2025-01-24,Sage Lewis,13600,21516
2025-01-18,Kai Diaz,21596,30531
2025-01-29,Riley Thompson,23534,25269
2025-01-09,Hayden Ingram,14026,20894
2025-01-18,Emerson Foster,25049,31130
2025-01-28,Harper Diaz,18448,24972
2025-01-09,Micah Baker,12382,21073
2025-01-06,Shawn Lewis,14195,15340
2025-01-07,Elliot Lewis,15133,16219
2025-01-04,Drew Edwards,15686,21415
2025-01-14,Elliot Ingram,15210,17086
2025-01-21,Parker Edwards,14049,18656
2025-01-20,Alex Hughes,16960,18644
2025-01-24,Skyler Campbell,12895,14415
2025-01-14,Sam Foster,12111,15356
2025-01-04,Cameron Baker,18010,23055
2025-01-18,Hayden Campbell,18326,25363
2025-01-07,Bailey Adams,15584,22064
2025-01-19,Quinn Campbell,20953,26805
2025-01-28,Jamie Martinez,65280,71640
2025-01-07,Micah Kim,13874,17095
2025-01-22,Reese Foster,25677,33658
2025-01-05,Finley Hughes,22109,26151
2025-01-10,Rowan Ingram,17822,21071
2025-01-12,Shawn Kim,14135,19876
2025-01-14,Bailey Edwards,35679,37155
2025-01-27,Cameron Hughes,25114,30875
2025-01-22,Parker Edwards,17669,26065
2025-01-18,Kendall Johnson,15495,20611
2025-01-13,Payton Lewis,15439,21607
2025-01-27,Hayden Ingram,21799,23304
2025-01-17,Harper Ingram,14622,16684
2025-01-31,Harper Diaz,26153,30269
2025-01-02,Emerson Foster,16556,20496
2025-01-06,Harper Baker,19450,27758
2025-01-01,Harper Diaz,25373,30967
2025-01-13,Finley Hughes,16461,24248
2025-01-04,Quinn Edwards,17523,24007
2025-01-04,Emerson Adams,15610,23999
2025-01-17,Kai Diaz,17077,19973
2025-01-07,Jesse Kim,37438,40789
2025-01-05,Bailey Edwards,23284,29916
2025-01-14,Sam Diaz,21176,22077
2025-01-13,Cameron Lewis,16808,23944
2025-01-24,Harper Diaz,24855,27020
2025-01-12,Drew Diaz,17165,22454
2025-01-02,Drew Ingram,23279,26812
2025-01-16,Elliot Campbell,14534,16706
2025-01-31,Bailey Hughes,14852,21081
2025-01-07,Drew Foster,15407,18607
2025-01-21,Finley Hughes,24568,33266
2025-01-07,Cameron Garcia,22619,31274
2025-01-08,Elliot Adams,25601,33742
2025-01-02,Bailey Garcia,15272,16273
2025-01-22,Morgan Rivera,13805,22628
2025-01-21,Skyler Foster,15763,21882
2025-01-24,Cameron Baker,20995,27920
2025-01-19,Skyler Campbell,75978,
2025-01-31,Quinn Lewis,16863,24526
2025-01-03,Micah Edwards,13910,15696
2025-01-08,Rowan Garcia,15824,22590
2025-01-01,Payton Baker,15814,17516
2025-01-24,Finley Hughes,15648,17625
2025-01-12,Quinn Campbell,15555,23521
2025-01-08,Micah Baker,17729,20064
2025-01-13,Bailey Edwards,13841,15401
2025-01-28,Dakota Adams,17740,25970
2025-01-09,Casey Nguyen,14452,21551
2025-01-31,Kai Hughes,25464,27853
2025-01-23,Jesse Diaz,16832,24792
2025-01-09,Jordan Patel,85427,
2025-01-07,Quinn Foster,16513,22028
2025-01-01,Rowan Edwards,23942,24876
2025-01-28,Cameron Lewis,12008,20737
2025-01-28,Sage Garcia,22421,28326
2025-01-14,Sam Adams,16524,25035
2025-01-17,Sam Garcia,16250,17926
2025-01-13,Finley Hughes,25289,26930
2025-01-22,Parker Garcia,16644,22383
2025-01-29,Hayden Diaz,26436,27655
2025-01-18,Sam Diaz,13169,15425
2025-01-20,Kai Diaz,14347,21660
2025-01-11,Cameron Adams,26412,28096
2025-01-24,Skyler Campbell,27814,30383
2025-01-14,Micah Baker,18910,25025
2025-01-31,Rowan Edwards,25936,27766
2025-01-09,Jamie Martinez,14482,22659
2025-01-22,Bailey Garcia,15824,22530
2025-01-01,Alex Diaz,15891,21770
2025-01-31,Elliot Garcia,19057,26286
2025-01-07,Sam Diaz,23022,31915
2025-01-14,Cameron Adams,13247,15253
2025-01-27,Skyler Campbell,16586,24244
2025-01-13,Payton Lewis,23140,31297
2025-01-21,Rowan Garcia,15258,18274
2025-01-20,Sam Diaz,27940,35894
2025-01-17,Quinn Foster,16122,19289
2025-01-10,Bailey Garcia,15941,21009
2025-01-22,Rowan Edwards,15763,16965
2025-01-21,Emerson Foster,17227,22956
2025-01-25,Shawn Lewis,25147,26527
2025-01-28,Drew Lewis,15780,20454
2025-01-30,Kai Baker,12482,20222
2025-01-25,Sage Adams,,3934
2025-01-28,Emerson Johnson,16933,19578
2025-01-28,Kai Diaz,30765,32783
2025-01-31,Casey Nguyen,14162,16452
2025-01-08,Micah Lewis,25038,27145
2025-01-15,Avery Chen,27414,32732
2025-01-17,Sam Diaz,13320,16938
2025-01-31,Rowan Edwards,15785,24526
2025-01-14,Micah Adams,25639,30228
2025-01-15,Elliot Lewis,13730,17468
2025-01-25,Cameron Baker,14573,20196
2025-01-13,Quinn Foster,15891,16720
2025-01-21,Avery Chen,26865,32187
2025-01-08,Shawn Edwards,15400,20350
2025-01-24,Logan Hughes,23778,25764
2025-01-21,Shawn Edwards,12618,20180
2025-01-09,Finley Hughes,14345,16769
2025-01-03,Reese Edwards,23308,27576
2025-01-19,Hayden Diaz,22023,25775
2025-01-28,Finley Hughes,14189,18801
2025-01-02,Bailey Campbell,18498,19608
2025-01-29,Shawn Ingram,32107,40264
2025-01-25,Bailey Foster,15567,23149
2025-01-28,Elliot Lewis,19306,26690
2025-01-06,Dakota Adams,17690,22824
2025-01-29,Cameron Garcia,26152,32740
2025-01-18,Micah Baker,15414,20257
2025-01-07,Harper Garcia,17275,20004
2025-01-11,Drew Lewis,13277,19905
2025-01-10,Sage Lewis,15550,23753
2025-01-24,Shawn Ingram,14320,20966
2025-01-25,Kai Diaz,16631,25218
2025-01-18,Cameron Ingram,14202,16227
2025-01-01,Finley Edwards,18805,19672
2025-01-28,Cameron Ingram,26569,34095
2025-01-05,Drew Lewis,17167,20472
2025-01-07,Elliot Adams,15462,17850
2025-01-21,Emerson Johnson,21491,25687
2025-01-05,Hayden Foster,81036,
2025-01-15,Cameron Adams,30834,37881
2025-01-31,Emerson Johnson,15406,19601
2025-01-29,Micah Kim,21032,28212
2025-01-04,Rowan Garcia,13194,18670
2025-01-31,Hayden Garcia,19243,22924
2025-01-30,Micah Edwards,35328,43495
2025-01-14,Alex Hughes,31338,35934
2025-01-29,Sage Foster,14699,21111
2025-01-02,Drew Lewis,16991,23353
2025-01-02,Alex Diaz,13566,16772
2025-01-03,Elliot Kim,19712,23080
2025-01-20,Skyler Edwards,14703,18874
2025-01-30,Bailey Adams,15804,18484
2025-01-05,Jesse Diaz,16542,25291
2025-01-04,Sage Foster,22815,27386
2025-01-25,Alex Campbell,23183,31703
2025-01-07,Shawn Johnson,13959,22776
2025-01-05,Kendall Baker,12950,14048
2025-01-07,Reese Foster,19341,21996
2025-01-15,Drew Edwards,25585,28625
2025-01-27,Cameron Garcia,16021,19526
2025-01-25,Casey Nguyen,65040,71820
2025-01-19,Elliot Lewis,20785,23632
2025-01-13,Payton Ingram,15723,23877
2025-01-03,Reese Edwards,16206,19039
2025-01-02,Quinn Edwards,24314,25688
2025-01-23,Payton Ingram,17078,19428
2025-01-12,Alex Campbell,24737,28469
2025-01-02,Alex Lewis,14426,16908
2025-01-18,Skyler Foster,21067,23521
2025-01-23,Quinn Diaz,28239,29535
2025-01-10,Jamie Martinez,17670,21786
2025-01-30,Sam Foster,25421,31786
2025-01-15,Drew Diaz,13813,17637
2025-01-23,Bailey Hughes,12524,19124
2025-01-19,Kai Diaz,19273,21948
2025-01-06,Finley Hughes,11458,14370
2025-01-02,Cameron Hughes,15510,16458
2025-01-04,Alex Campbell,13961,18208
2025-01-23,Hayden Foster,24879,33280
2025-01-26,Micah Kim,14963,17196
2025-01-02,Payton Lewis,16305,19395
2025-01-31,Bailey Johnson,15521,18387
2025-01-09,Quinn Foster,24450,25213
2025-01-13,Elliot Lewis,21556,27298
2025-01-23,Kai Baker,16217,20846
2025-01-06,Harper Garcia,17692,21897
2025-01-03,Rowan Ingram,14581,20002
2025-01-20,Elliot Kim,33893,36727
2025-01-08,Bailey Campbell,16101,21867
2025-01-15,Carol Williams,,1200
2025-01-30,Reese Garcia,16020,23454
2025-01-14,Kai Baker,35145,43699
2025-01-30,Sam Adams,13693,19700
2025-01-24,Quinn Diaz,21968,28430
2025-01-21,Sage Lewis,12940,14668
2025-01-11,Cameron Garcia,27932,34331
2025-01-05,Payton Adams,20668,22806
2025-01-01,Sam Garcia,21480,24594
2025-01-15,Harper Baker,14869,21816
2025-01-27,Harper Ingram,17922,22684
2025-01-28,Emerson Adams,13620,20998
2025-01-13,Morgan Rivera,65280,71640
2025-01-05,Bailey Foster,17305,24007
2025-01-11,Hayden Ingram,13227,14852
2025-01-25,Taylor Brooks,14506,17383
2025-01-19,Micah Kim,23270,24894
2025-01-20,Emerson Ingram,25915,27921
2025-01-15,Kai Diaz,29092,32480
2025-01-23,Harper Lewis,17100,19801
2025-01-22,Hayden Campbell,23181,30327
2025-01-18,Quinn Diaz,,2299
2025-01-30,Hayden Diaz,24052,30803
2025-01-19,Quinn Edwards,15770,16893
2025-01-10,Drew Edwards,15819,22652
2025-01-09,Drew Ingram,26223,30879
2025-01-29,Skyler Edwards,22614,23918
2025-01-21,Kai Kim,30775,38166
2025-01-15,Payton Ingram,12584,18838
2025-01-23,Micah Baker,15700,22703
2025-01-15,Hayden Foster,27061,32957
2025-01-27,Riley Thompson,24155,30018
2025-01-09,Riley Thompson,13963,18169
2025-01-06,Bailey Campbell,26516,29063
2025-01-26,Sage Adams,16793,23581
2025-01-16,Bailey Campbell,26256,28146
2025-01-14,Reese Foster,13881,16811
2025-01-14,Cameron Hughes,16619,23334
2025-01-06,Cameron Adams,16705,19066
2025-01-06,Micah Kim,25794,33662
2025-01-10,Harper Garcia,24598,33125
2025-01-01,Drew Edwards,18250,23835
2025-01-18,Alex Lewis,15658,17986
2025-01-22,Kendall Johnson,25267,27927
2025-01-18,Sage Lewis,13650,22592
2025-01-06,Reese Adams,23878,27021
2025-01-31,Logan Hughes,27573,35546
2025-01-02,Sage Foster,30890,36175
2025-01-27,Emerson Ingram,81041,
2025-01-05,Emerson Kim,12218,13651
2025-01-21,Emerson Adams,15542,23286
2025-01-12,Alex Hughes,25698,27652
2025-01-01,Sage Garcia,21997,27732
2025-01-11,Finley Baker,26081,33920
2025-01-04,Quinn Campbell,17392,21187
2025-01-02,Sage Baker,15356,23833
2025-01-10,Sage Garcia,25365,26771
2025-01-24,Sage Adams,19794,24683
2025-01-14,Kai Baker,17546,23005
2025-01-19,Logan Hughes,15470,16531
2025-01-29,Emerson Adams,14030,15153
2025-01-16,Quinn Garcia,24386,31889
2025-01-19,Logan Hughes,19498,21805
2025-01-21,Alex Hughes,33058,34587
2025-01-09,Casey Nguyen,25574,26976
2025-01-26,Sam Adams,16723,22865
2025-01-11,Elliot Ingram,20638,24937
2025-01-21,Hayden Diaz,12844,13707
2025-01-13,Hayden Diaz,14427,16563
2025-01-01,Cameron Garcia,11550,20370
2025-01-02,Jesse Edwards,21705,23596
2025-01-25,Kai Baker,15532,17355
2025-01-30,Shawn Lewis,12424,17201
2025-01-14,Sage Baker,16724,21286
2025-01-15,Bailey Edwards,16354,23512
2025-01-16,Kai Baker,27169,29792
2025-01-15,Kai Baker,84731,
2025-01-21,Drew Edwards,21364,28477
2025-01-24,Reese Adams,22057,23021
2025-01-11,Jordan Patel,65040,71820
2025-01-06,Hayden Ingram,23457,24993
2025-01-13,Rowan Garcia,17718,20027
2025-01-29,Reese Foster,28362,33364
2025-01-26,Harper Ingram,16360,19885
2025-01-25,Cameron Garcia,,3818
2025-01-06,Kai Diaz,15628,19730
2025-01-04,Emerson Adams,26079,31729
2025-01-13,Shawn Johnson,11986,12868
2025-01-05,Taylor Brooks,15106,23080
2025-01-02,Sam Foster,15606,16681
2025-01-17,Jesse Edwards,15744,21446
2025-01-09,Sam Garcia,14972,20000
2025-01-16,Hayden Diaz,12607,19039
2025-01-25,Hayden Adams,12722,18973
2025-01-15,Drew Foster,12732,16718
2025-01-10,Finley Edwards,15925,22718
2025-01-25,Quinn Lewis,18227,18978
2025-01-03,Reese Adams,27461,34611
2025-01-10,Bailey Campbell,28460,33678
2025-01-23,Sage Baker,17743,19681
2025-01-22,Harper Ingram,21948,23083
2025-01-16,Reese Baker,23105,26894
2025-01-27,Sage Baker,21698,29545
2025-01-15,Finley Baker,30622,35956
2025-01-19,Rowan Garcia,15081,18642
2025-01-05,Elliot Kim,16071,23088
2025-01-29,Bailey Johnson,14025,19424
2025-01-02,Hayden Adams,15879,19819
2025-01-04,Harper Diaz,12494,20512
2025-01-24,Elliot Adams,14860,20115
2025-01-13,Reese Garcia,12288,19498
2025-01-19,Shawn Edwards,22722,28366
2025-01-07,Emerson Ingram,19018,22154
2025-01-16,Reese Adams,17931,21289
2025-01-20,Micah Edwards,19876,27496
2025-01-10,Bailey Foster,14235,16328
2025-01-18,Micah Baker,84887,
2025-01-14,Hayden Diaz,16324,24005
2025-01-08,Shawn Kim,25642,32178
2025-01-10,Skyler Foster,25996,27428
2025-01-11,Elliot Kim,14740,17567
2025-01-02,Jesse Hughes,15466,20128
2025-01-13,Kai Baker,25335,33821
2025-01-23,Payton Adams,21320,29573
2025-01-03,Elliot Ingram,32057,37532
2025-01-19,Quinn Foster,23845,28361
2025-01-22,Bailey Edwards,14302,19090
2025-01-09,Avery Chen,17255,22950
2025-01-29,Emerson Kim,30359,37798
2025-01-01,Rowan Ingram,80169,
2025-01-21,Kai Diaz,16488,20855
2025-01-12,Jesse Hughes,24373,33208
2025-01-16,Elliot Kim,,3516
2025-01-20,Drew Edwards,13883,16607
2025-01-11,Harper Ingram,14570,19188
2025-01-31,Sage Baker,20203,23154
2025-01-09,Sage Adams,15730,19011
2025-01-11,Jamie Martinez,14660,21682
2025-01-06,Micah Lewis,14508,19709
2025-01-22,Kai Baker,29251,37552
2025-01-28,Sage Foster,15052,20759
2025-01-21,Dakota Adams,17147,22400
2025-01-04,Riley Thompson,26770,33911
2025-01-31,Carol Williams,17958,23663
2025-01-05,Kai Baker,23963,30636
2025-01-04,Reese Edwards,17296,24169
2025-01-29,Elliot Lewis,14419,19807
2025-01-23,Drew Foster,12855,15561
2025-01-01,Alex Diaz,33931,35515
2025-01-29,Reese Edwards,13773,16538
2025-01-24,Kai Campbell,13824,17487
2025-01-05,Logan Garcia,14660,21133
2025-01-29,Jordan Patel,,1894
2025-01-28,Cameron Baker,24534,28607
2025-01-24,Kai Johnson,15332,24324
2025-01-11,Casey Nguyen,20815,28321
2025-01-27,Micah Kim,78497,
2025-01-27,Harper Garcia,13699,21844
2025-01-31,Rowan Ingram,15359,21149
2025-01-18,Logan Garcia,27598,30631
2025-01-22,Drew Ingram,16862,25095
2025-01-24,Skyler Foster,14918,18434
2025-01-04,Rowan Ingram,78286,
2025-01-03,Cameron Ingram,19222,25559
2025-01-11,Logan Hughes,12697,20625
2025-01-08,Finley Hughes,20801,24356
2025-01-11,Finley Hughes,11515,17484
2025-01-16,Quinn Baker,15556,16795
2025-01-25,Elliot Kim,37299,42606
2025-01-14,Payton Ingram,13569,15113
2025-01-19,Hayden Foster,20746,22652
2025-01-17,Logan Campbell,16443,18138
2025-01-15,Parker Adams,30054,33021
2025-01-16,Drew Lewis,15278,22965
2025-01-08,Skyler Edwards,15821,18208
2025-01-04,Payton Ingram,17675,22211
2025-01-16,Bailey Johnson,24644,30882
2025-01-20,Shawn Kim,13539,22166
2025-01-24,Bailey Campbell,16877,21469
2025-01-20,Jordan Patel,15044,21498
2025-01-02,Payton Ingram,33984,41902
2025-01-01,Shawn Lewis,14576,15553
2025-01-27,Kai Hughes,20373,21962
2025-01-04,Finley Baker,22835,27781
2025-01-14,Quinn Lewis,17309,19323
2025-01-11,Emerson Adams,15230,24145
2025-01-09,Jesse Hughes,11870,13545
2025-01-14,Payton Lewis,28758,37602
2025-01-07,Logan Campbell,21392,24071
2025-01-03,Drew Ingram,15700,24524
2025-01-01,Bailey Adams,15230,19192
2025-01-02,Skyler Edwards,17491,19370
2025-01-04,Micah Edwards,12170,16851
2025-01-19,Drew Foster,12925,18551
2025-01-24,Skyler Foster,21023,27768
2025-01-10,Bailey Adams,14580,22814
2025-01-31,Kendall Baker,14812,23244
2025-01-13,Shawn Ingram,14974,20425
2025-01-08,Jesse Hughes,27742,33254
2025-01-03,Harper Baker,16485,24403
2025-01-01,Elliot Adams,14680,22138
2025-01-10,Reese Edwards,13403,21832
2025-01-22,Cameron Adams,35996,43608
2025-01-04,Hayden Campbell,15551,21587
2025-01-07,Jordan Patel,14275,22822
2025-01-08,Reese Foster,23343,31137
2025-01-31,Finley Edwards,21599,27669
2025-01-02,Jamie Martinez,15570,17198
2025-01-13,Bailey Campbell,15111,18682
2025-01-20,Hayden Garcia,16708,18423
2025-01-01,Alex Campbell,18535,23384
2025-01-17,Emerson Foster,25895,27570
2025-01-16,Avery Chen,16388,18939
2025-01-25,Micah Lewis,17002,21634
2025-01-30,Kai Diaz,13261,20445
2025-01-01,Reese Foster,24159,26490
2025-01-11,Kai Hughes,22970,27668
2025-01-08,Cameron Lewis,15189,21141
2025-01-31,Rowan Garcia,14795,19720
2025-01-29,Harper Diaz,16537,24660
2025-01-03,Bailey Garcia,14778,16502
2025-01-10,Alex Lewis,13117,20648
2025-01-14,Taylor Brooks,17600,20530
2025-01-17,Reese Edwards,16115,19275
2025-01-19,Elliot Adams,15597,22879
2025-01-25,Drew Lewis,30397,37228
2025-01-31,Dakota Adams,15286,22059
2025-01-09,Skyler Edwards,14496,18937
2025-01-17,Micah Lewis,15558,22685
2025-01-30,Hayden Ingram,14578,21652
2025-01-14,Drew Foster,23103,31449
2025-01-29,Rowan Ingram,24826,30211
2025-01-30,Hayden Adams,15495,23290
2025-01-08,Drew Ingram,21850,29954
2025-01-04,Parker Adams,19892,27701
2025-01-26,Jamie Martinez,23548,26191
2025-01-31,Hayden Ingram,12516,19694
2025-01-10,Jordan Patel,16605,22033
2025-01-09,Kai Campbell,14752,18384
